customer_id,month,category,payment_type,spend
ATQCUS1258,May,Bills,Credit Card,1553
ATQCUS2628,September,Groceries,Debit Card,357
ATQCUS1961,May,Groceries,UPI,517
ATQCUS2354,June,Health & Wellness,Net Banking,187
ATQCUS1944,May,Others,UPI,195
ATQCUS2632,August,Health & Wellness,Credit Card,2036
ATQCUS1134,May,Others,Net Banking,13
ATQCUS3574,September,Others,Net Banking,168
ATQCUS0049,September,Entertainment,Credit Card,821
ATQCUS2820,May,Bills,Credit Card,1018
ATQCUS0293,September,Food,Net Banking,203
ATQCUS2057,August,Entertainment,UPI,251
ATQCUS0417,June,Bills,Debit Card,335
ATQCUS0305,July,Others,Net Banking,77
ATQCUS1238,May,Health & Wellness,Net Banking,102
ATQCUS0350,May,Travel,UPI,266
ATQCUS3719,September,Electronics,Net Banking,297
ATQCUS1633,October,Food,Credit Card,447
ATQCUS1105,May,Others,Credit Card,98
ATQCUS1771,June,Health & Wellness,UPI,351
ATQCUS0589,August,Food,Net Banking,162
ATQCUS3383,June,Health & Wellness,UPI,1790
ATQCUS2321,October,Entertainment,Credit Card,633
ATQCUS3713,May,Apparel,UPI,415
ATQCUS2535,August,Electronics,Credit Card,671
ATQCUS3921,August,Apparel,UPI,552
ATQCUS3079,May,Others,Net Banking,25
ATQCUS3905,August,Apparel,Credit Card,480
ATQCUS3149,May,Entertainment,Net Banking,301
ATQCUS2597,June,Apparel,Debit Card,552
ATQCUS3573,September,Others,Debit Card,417
ATQCUS3197,August,Groceries,Debit Card,859
ATQCUS3624,May,Travel,UPI,433
ATQCUS0192,July,Bills,Net Banking,577
ATQCUS2665,October,Apparel,Credit Card,781
ATQCUS2577,May,Bills,Net Banking,198
ATQCUS2022,June,Health & Wellness,Net Banking,308
ATQCUS2736,August,Entertainment,Credit Card,648
ATQCUS1194,October,Travel,UPI,263
ATQCUS0228,October,Apparel,Debit Card,333
ATQCUS0743,October,Electronics,Debit Card,230
ATQCUS1509,May,Others,Net Banking,46
ATQCUS0250,August,Food,UPI,518
ATQCUS2235,August,Health & Wellness,Credit Card,632
ATQCUS3515,October,Food,Debit Card,171
ATQCUS2092,May,Apparel,UPI,86
ATQCUS1843,July,Apparel,Debit Card,462
ATQCUS0263,May,Travel,Debit Card,470
ATQCUS2818,June,Others,UPI,125
ATQCUS2746,September,Apparel,Debit Card,284
ATQCUS2363,July,Food,Net Banking,173
ATQCUS2369,September,Travel,UPI,347
ATQCUS0812,July,Food,Debit Card,616
ATQCUS0194,May,Entertainment,Net Banking,85
ATQCUS1650,July,Entertainment,Net Banking,346
ATQCUS1605,September,Apparel,Net Banking,24
ATQCUS3140,May,Electronics,Credit Card,1345
ATQCUS0610,June,Travel,Credit Card,1092
ATQCUS1804,September,Health & Wellness,Credit Card,699
ATQCUS1959,May,Groceries,Net Banking,182
ATQCUS2494,September,Health & Wellness,UPI,571
ATQCUS1574,July,Others,Credit Card,427
ATQCUS2066,July,Groceries,UPI,664
ATQCUS2688,September,Bills,Credit Card,2212
ATQCUS2451,September,Electronics,Debit Card,322
ATQCUS3453,May,Travel,UPI,224
ATQCUS2007,August,Health & Wellness,Credit Card,1494
ATQCUS1080,May,Travel,UPI,188
ATQCUS2380,October,Health & Wellness,Credit Card,622
ATQCUS1916,August,Travel,Credit Card,429
ATQCUS0319,May,Bills,Debit Card,2346
ATQCUS2068,September,Food,UPI,396
ATQCUS1078,July,Others,Net Banking,40
ATQCUS0433,May,Travel,Debit Card,217
ATQCUS2983,June,Others,Net Banking,23
ATQCUS0550,May,Electronics,Credit Card,506
ATQCUS3519,May,Groceries,Credit Card,836
ATQCUS3665,June,Travel,Net Banking,158
ATQCUS0953,September,Food,Credit Card,534
ATQCUS2021,September,Others,Debit Card,138
ATQCUS3973,September,Apparel,Debit Card,115
ATQCUS0894,June,Entertainment,Net Banking,108
ATQCUS3336,July,Travel,Net Banking,434
ATQCUS2443,August,Groceries,Credit Card,356
ATQCUS2499,July,Entertainment,Debit Card,1647
ATQCUS1805,May,Apparel,Net Banking,106
ATQCUS0313,July,Electronics,UPI,676
ATQCUS2681,October,Electronics,Debit Card,365
ATQCUS3321,July,Bills,UPI,230
ATQCUS1291,October,Food,Net Banking,88
ATQCUS3351,July,Entertainment,Net Banking,238
ATQCUS1847,August,Bills,Net Banking,124
ATQCUS1794,June,Health & Wellness,Net Banking,338
ATQCUS2972,August,Groceries,UPI,831
ATQCUS1288,July,Entertainment,Credit Card,1853
ATQCUS1784,September,Travel,UPI,907
ATQCUS2267,June,Electronics,Net Banking,142
ATQCUS1314,August,Electronics,Debit Card,443
ATQCUS1268,July,Groceries,Net Banking,562
ATQCUS3812,August,Apparel,Debit Card,246
ATQCUS1543,June,Apparel,Net Banking,170
ATQCUS3365,May,Electronics,Debit Card,613
ATQCUS3155,October,Food,Credit Card,788
ATQCUS0934,September,Apparel,Credit Card,1121
ATQCUS2008,May,Electronics,Net Banking,219
ATQCUS3620,July,Apparel,Net Banking,106
ATQCUS2549,June,Others,Debit Card,153
ATQCUS2182,June,Food,Debit Card,218
ATQCUS2167,October,Others,Credit Card,507
ATQCUS3385,August,Travel,UPI,1217
ATQCUS3253,October,Health & Wellness,UPI,249
ATQCUS0140,July,Electronics,Credit Card,955
ATQCUS1948,October,Others,Credit Card,176
ATQCUS0261,June,Food,Credit Card,394
ATQCUS0067,September,Groceries,Debit Card,796
ATQCUS0872,June,Food,Credit Card,390
ATQCUS3771,June,Food,Net Banking,100
ATQCUS2149,October,Apparel,Debit Card,67
ATQCUS3343,May,Travel,UPI,416
ATQCUS2264,June,Bills,Debit Card,707
ATQCUS2890,August,Food,Debit Card,732
ATQCUS3895,October,Health & Wellness,Net Banking,436
ATQCUS1480,June,Health & Wellness,Credit Card,338
ATQCUS3284,October,Travel,Net Banking,252
ATQCUS1377,August,Electronics,Net Banking,91
ATQCUS3959,October,Entertainment,Credit Card,571
ATQCUS0291,June,Electronics,Debit Card,275
ATQCUS3933,September,Others,Net Banking,92
ATQCUS0002,September,Health & Wellness,UPI,625
ATQCUS2744,July,Food,UPI,335
ATQCUS3158,May,Entertainment,Net Banking,108
ATQCUS0571,May,Electronics,Net Banking,219
ATQCUS1724,July,Groceries,Credit Card,186
ATQCUS0583,October,Food,UPI,794
ATQCUS2275,September,Groceries,Net Banking,494
ATQCUS2266,June,Entertainment,UPI,478
ATQCUS3809,August,Others,Credit Card,272
ATQCUS2722,July,Entertainment,Credit Card,126
ATQCUS1347,October,Electronics,UPI,1005
ATQCUS0810,June,Health & Wellness,Credit Card,1311
ATQCUS1635,October,Groceries,UPI,1116
ATQCUS1414,September,Travel,Net Banking,269
ATQCUS3116,August,Travel,UPI,1295
ATQCUS1634,July,Food,Credit Card,733
ATQCUS2893,August,Health & Wellness,Net Banking,116
ATQCUS1477,September,Electronics,Net Banking,587
ATQCUS1565,May,Food,UPI,251
ATQCUS0135,May,Food,Credit Card,218
ATQCUS3826,June,Electronics,Debit Card,1223
ATQCUS2051,July,Entertainment,UPI,249
ATQCUS3062,June,Apparel,Credit Card,1150
ATQCUS2397,September,Others,UPI,439
ATQCUS2454,September,Food,Net Banking,274
ATQCUS3084,July,Entertainment,Net Banking,285
ATQCUS1275,May,Bills,Net Banking,56
ATQCUS3425,May,Health & Wellness,UPI,377
ATQCUS3776,September,Apparel,Net Banking,266
ATQCUS0601,September,Electronics,Debit Card,765
ATQCUS1943,June,Groceries,Credit Card,1800
ATQCUS0202,October,Entertainment,Net Banking,389
ATQCUS0412,July,Food,Debit Card,282
ATQCUS2257,October,Apparel,UPI,247
ATQCUS1862,May,Apparel,Credit Card,465
ATQCUS2725,September,Bills,UPI,1288
ATQCUS0186,October,Food,Credit Card,1029
ATQCUS0560,July,Others,Net Banking,93
ATQCUS1126,August,Bills,Net Banking,1366
ATQCUS1290,May,Others,Credit Card,526
ATQCUS2956,July,Food,Debit Card,135
ATQCUS3254,June,Groceries,Net Banking,232
ATQCUS0011,May,Food,Debit Card,316
ATQCUS1448,October,Groceries,UPI,3757
ATQCUS2056,May,Health & Wellness,Debit Card,405
ATQCUS0846,May,Food,UPI,424
ATQCUS3769,May,Electronics,Debit Card,504
ATQCUS3139,October,Bills,Debit Card,152
ATQCUS3815,June,Health & Wellness,Net Banking,196
ATQCUS0522,May,Apparel,Net Banking,32
ATQCUS3095,July,Bills,UPI,626
ATQCUS0095,September,Travel,Debit Card,385
ATQCUS3417,July,Bills,Net Banking,69
ATQCUS2789,May,Bills,Credit Card,339
ATQCUS2920,September,Health & Wellness,Debit Card,1479
ATQCUS0547,September,Groceries,Credit Card,940
ATQCUS3613,May,Entertainment,Debit Card,244
ATQCUS2827,September,Groceries,Debit Card,1300
ATQCUS0299,May,Apparel,Debit Card,691
ATQCUS1175,May,Others,UPI,192
ATQCUS2915,September,Bills,Debit Card,2387
ATQCUS0177,June,Entertainment,Debit Card,145
ATQCUS2579,September,Bills,Net Banking,187
ATQCUS3633,August,Food,Debit Card,469
ATQCUS2194,September,Bills,Net Banking,1020
ATQCUS1098,August,Others,Net Banking,21
ATQCUS3842,September,Health & Wellness,Debit Card,309
ATQCUS0840,August,Travel,UPI,772
ATQCUS3027,June,Others,UPI,125
ATQCUS0838,May,Travel,Net Banking,191
ATQCUS1604,June,Groceries,Net Banking,324
ATQCUS1016,September,Health & Wellness,Debit Card,4444
ATQCUS3295,June,Groceries,Debit Card,580
ATQCUS1759,August,Others,Net Banking,65
ATQCUS3323,July,Health & Wellness,Debit Card,142
ATQCUS3361,July,Bills,Debit Card,1035
ATQCUS3069,June,Electronics,Net Banking,269
ATQCUS3184,June,Bills,UPI,549
ATQCUS1214,July,Electronics,Debit Card,453
ATQCUS0241,September,Health & Wellness,Net Banking,164
ATQCUS2751,June,Travel,Debit Card,502
ATQCUS2715,August,Bills,Net Banking,342
ATQCUS1501,September,Health & Wellness,Debit Card,237
ATQCUS2750,October,Health & Wellness,UPI,1031
ATQCUS1818,June,Electronics,UPI,338
ATQCUS1350,October,Travel,Net Banking,374
ATQCUS3210,September,Health & Wellness,UPI,128
ATQCUS2809,September,Entertainment,UPI,747
ATQCUS0532,July,Groceries,Net Banking,161
ATQCUS2420,July,Food,Debit Card,400
ATQCUS0604,August,Apparel,Credit Card,238
ATQCUS0048,October,Bills,Credit Card,1710
ATQCUS3534,September,Bills,Net Banking,66
ATQCUS3259,July,Apparel,Net Banking,122
ATQCUS1404,September,Others,Debit Card,338
ATQCUS3015,August,Health & Wellness,Credit Card,488
ATQCUS1800,May,Electronics,Debit Card,421
ATQCUS0173,August,Others,Credit Card,132
ATQCUS2582,October,Groceries,UPI,568
ATQCUS3506,October,Apparel,Debit Card,538
ATQCUS0684,June,Health & Wellness,Debit Card,705
ATQCUS1038,July,Groceries,Net Banking,225
ATQCUS0781,May,Bills,UPI,828
ATQCUS3043,October,Apparel,Debit Card,245
ATQCUS3893,September,Others,Debit Card,304
ATQCUS0439,May,Travel,Net Banking,168
ATQCUS3469,July,Apparel,Credit Card,898
ATQCUS0010,September,Entertainment,Credit Card,923
ATQCUS1182,July,Health & Wellness,Credit Card,828
ATQCUS2095,July,Groceries,Net Banking,787
ATQCUS3563,June,Travel,Credit Card,947
ATQCUS1752,October,Food,Net Banking,254
ATQCUS0586,September,Electronics,Credit Card,1179
ATQCUS3232,October,Food,Net Banking,209
ATQCUS0526,September,Groceries,Net Banking,560
ATQCUS2062,October,Health & Wellness,Credit Card,1640
ATQCUS3489,October,Apparel,Net Banking,97
ATQCUS2145,August,Apparel,UPI,258
ATQCUS3434,October,Electronics,UPI,1607
ATQCUS2002,July,Others,UPI,103
ATQCUS1112,July,Apparel,Credit Card,280
ATQCUS1187,September,Health & Wellness,Debit Card,763
ATQCUS3346,May,Electronics,Debit Card,915
ATQCUS3064,May,Electronics,Debit Card,676
ATQCUS3246,May,Food,Credit Card,318
ATQCUS0093,June,Food,Debit Card,362
ATQCUS0544,July,Food,Credit Card,615
ATQCUS0244,October,Food,UPI,423
ATQCUS3843,September,Others,UPI,121
ATQCUS2197,June,Travel,UPI,403
ATQCUS0403,October,Bills,UPI,512
ATQCUS1520,October,Apparel,Net Banking,130
ATQCUS1267,July,Apparel,Credit Card,244
ATQCUS0676,May,Food,Debit Card,406
ATQCUS3814,September,Bills,Credit Card,1823
ATQCUS3250,May,Others,Debit Card,108
ATQCUS2923,May,Apparel,Net Banking,61
ATQCUS3378,September,Health & Wellness,Net Banking,53
ATQCUS2526,July,Health & Wellness,UPI,455
ATQCUS1535,September,Electronics,Credit Card,815
ATQCUS1378,September,Apparel,Debit Card,283
ATQCUS0887,September,Bills,Net Banking,882
ATQCUS1111,October,Health & Wellness,Net Banking,166
ATQCUS1806,July,Travel,Net Banking,235
ATQCUS1762,May,Electronics,Credit Card,1263
ATQCUS1302,August,Bills,Net Banking,1136
ATQCUS2568,October,Food,Debit Card,158
ATQCUS0123,September,Travel,Debit Card,606
ATQCUS1407,May,Travel,UPI,415
ATQCUS0315,August,Food,UPI,375
ATQCUS3824,October,Bills,UPI,1210
ATQCUS2142,June,Food,Credit Card,514
ATQCUS1658,June,Electronics,Credit Card,1389
ATQCUS1875,May,Travel,Debit Card,240
ATQCUS3320,August,Others,Net Banking,73
ATQCUS0655,June,Bills,UPI,766
ATQCUS1415,July,Health & Wellness,Net Banking,567
ATQCUS3060,August,Bills,Net Banking,137
ATQCUS1990,August,Others,UPI,149
ATQCUS2458,September,Health & Wellness,Debit Card,494
ATQCUS3586,August,Groceries,Credit Card,1459
ATQCUS1536,July,Health & Wellness,UPI,318
ATQCUS0476,June,Health & Wellness,Credit Card,886
ATQCUS3268,September,Groceries,Debit Card,3349
ATQCUS0327,August,Others,UPI,202
ATQCUS1793,June,Entertainment,Net Banking,550
ATQCUS1695,July,Apparel,Debit Card,325
ATQCUS3729,July,Bills,Net Banking,604
ATQCUS1710,August,Health & Wellness,Debit Card,529
ATQCUS1086,May,Bills,Net Banking,514
ATQCUS1018,October,Entertainment,UPI,355
ATQCUS2166,July,Groceries,Net Banking,586
ATQCUS3867,June,Bills,Debit Card,186
ATQCUS0215,August,Apparel,Net Banking,38
ATQCUS0907,August,Health & Wellness,UPI,535
ATQCUS1591,July,Groceries,Credit Card,861
ATQCUS0533,September,Health & Wellness,Net Banking,88
ATQCUS0822,May,Travel,Net Banking,134
ATQCUS3846,July,Others,Net Banking,146
ATQCUS2887,August,Food,Debit Card,185
ATQCUS3794,July,Others,Debit Card,129
ATQCUS3703,May,Entertainment,Debit Card,204
ATQCUS2508,June,Electronics,Credit Card,1622
ATQCUS3161,August,Bills,UPI,887
ATQCUS0955,October,Travel,UPI,176
ATQCUS3181,October,Electronics,Debit Card,146
ATQCUS3548,June,Groceries,Debit Card,783
ATQCUS0744,June,Entertainment,Net Banking,60
ATQCUS2237,May,Others,UPI,172
ATQCUS1234,September,Health & Wellness,Debit Card,1398
ATQCUS3535,August,Food,Credit Card,2324
ATQCUS0524,July,Bills,UPI,199
ATQCUS2277,August,Apparel,Credit Card,499
ATQCUS0197,August,Apparel,UPI,586
ATQCUS1538,October,Others,Credit Card,133
ATQCUS1327,June,Food,Credit Card,352
ATQCUS3714,July,Groceries,Debit Card,1081
ATQCUS1326,July,Apparel,UPI,1049
ATQCUS1951,June,Health & Wellness,Debit Card,613
ATQCUS1063,September,Travel,Credit Card,844
ATQCUS2490,August,Travel,Debit Card,469
ATQCUS2578,September,Health & Wellness,Debit Card,818
ATQCUS1547,June,Others,Credit Card,184
ATQCUS1782,August,Entertainment,Credit Card,531
ATQCUS2400,August,Food,UPI,541
ATQCUS1825,October,Others,UPI,186
ATQCUS0046,June,Groceries,Net Banking,164
ATQCUS2573,June,Groceries,Debit Card,505
ATQCUS2986,May,Electronics,Credit Card,631
ATQCUS2554,June,Health & Wellness,Debit Card,1476
ATQCUS3207,July,Bills,Credit Card,2527
ATQCUS0097,July,Others,UPI,171
ATQCUS3760,October,Electronics,Debit Card,1199
ATQCUS0622,July,Food,Credit Card,875
ATQCUS1527,June,Entertainment,Credit Card,967
ATQCUS1055,September,Others,Debit Card,121
ATQCUS1892,August,Groceries,UPI,1848
ATQCUS0862,August,Entertainment,Net Banking,187
ATQCUS3753,October,Bills,Credit Card,1441
ATQCUS1285,July,Health & Wellness,UPI,408
ATQCUS3376,October,Health & Wellness,Credit Card,1102
ATQCUS1413,October,Travel,UPI,526
ATQCUS0492,August,Electronics,Debit Card,383
ATQCUS1201,August,Others,UPI,205
ATQCUS2800,May,Apparel,Debit Card,222
ATQCUS2576,May,Groceries,Net Banking,104
ATQCUS2154,June,Electronics,Net Banking,258
ATQCUS0382,May,Apparel,Debit Card,72
ATQCUS3675,July,Travel,UPI,538
ATQCUS2271,October,Travel,Debit Card,188
ATQCUS3012,August,Health & Wellness,Debit Card,916
ATQCUS3645,August,Bills,Credit Card,1771
ATQCUS1554,September,Entertainment,Credit Card,311
ATQCUS0665,August,Others,UPI,145
ATQCUS0358,August,Electronics,Credit Card,4237
ATQCUS2991,August,Electronics,UPI,1447
ATQCUS3070,July,Groceries,Credit Card,436
ATQCUS1398,June,Others,UPI,68
ATQCUS1719,September,Bills,Debit Card,1842
ATQCUS2334,May,Electronics,UPI,184
ATQCUS1625,July,Food,Credit Card,288
ATQCUS2738,June,Entertainment,Net Banking,133
ATQCUS0366,July,Others,UPI,247
ATQCUS1522,July,Entertainment,UPI,416
ATQCUS3367,September,Travel,Net Banking,176
ATQCUS1230,May,Groceries,Net Banking,209
ATQCUS3610,June,Entertainment,Net Banking,238
ATQCUS3013,June,Groceries,Debit Card,276
ATQCUS3672,August,Electronics,Net Banking,199
ATQCUS0389,October,Entertainment,UPI,395
ATQCUS1664,July,Others,Credit Card,156
ATQCUS0807,September,Electronics,Credit Card,2171
ATQCUS3871,May,Bills,Net Banking,255
ATQCUS1073,October,Health & Wellness,Net Banking,63
ATQCUS1195,October,Travel,Net Banking,250
ATQCUS2302,June,Entertainment,Debit Card,442
ATQCUS2425,August,Bills,Debit Card,4825
ATQCUS0902,July,Electronics,Credit Card,1473
ATQCUS2525,June,Electronics,Debit Card,366
ATQCUS1400,October,Bills,Credit Card,1329
ATQCUS0773,August,Food,UPI,465
ATQCUS2865,October,Bills,Credit Card,2536
ATQCUS3987,August,Others,UPI,202
ATQCUS2640,August,Groceries,Credit Card,1413
ATQCUS1833,June,Apparel,Debit Card,69
ATQCUS3455,September,Travel,UPI,1088
ATQCUS0277,September,Apparel,Credit Card,314
ATQCUS2620,July,Apparel,Net Banking,268
ATQCUS0411,June,Travel,Credit Card,829
ATQCUS0452,September,Travel,UPI,998
ATQCUS3559,September,Electronics,Debit Card,232
ATQCUS2292,October,Groceries,UPI,1781
ATQCUS2784,May,Food,Net Banking,97
ATQCUS1663,October,Entertainment,Credit Card,349
ATQCUS2550,May,Bills,UPI,500
ATQCUS3244,May,Groceries,UPI,934
ATQCUS0404,August,Travel,Debit Card,344
ATQCUS1152,September,Health & Wellness,Debit Card,870
ATQCUS3290,May,Electronics,Net Banking,281
ATQCUS2551,July,Food,UPI,510
ATQCUS0361,September,Apparel,Debit Card,376
ATQCUS3134,May,Bills,UPI,430
ATQCUS0446,October,Travel,Credit Card,274
ATQCUS3590,June,Health & Wellness,Net Banking,159
ATQCUS1459,October,Groceries,UPI,749
ATQCUS2851,September,Apparel,UPI,803
ATQCUS1494,July,Food,Debit Card,387
ATQCUS1756,September,Others,Debit Card,97
ATQCUS3552,June,Electronics,Credit Card,1996
ATQCUS3983,August,Electronics,Credit Card,687
ATQCUS3992,September,Apparel,Debit Card,299
ATQCUS1757,July,Bills,UPI,613
ATQCUS2448,August,Apparel,Credit Card,358
ATQCUS3890,August,Health & Wellness,Debit Card,1610
ATQCUS3999,June,Others,UPI,249
ATQCUS3411,August,Electronics,Credit Card,3390
ATQCUS2906,September,Bills,UPI,1033
ATQCUS2034,August,Bills,Debit Card,82
ATQCUS3892,July,Bills,Credit Card,1105
ATQCUS3558,June,Groceries,Credit Card,207
ATQCUS3373,August,Travel,UPI,507
ATQCUS2159,May,Apparel,UPI,266
ATQCUS2595,October,Groceries,Net Banking,204
ATQCUS0469,July,Apparel,Credit Card,476
ATQCUS0230,August,Apparel,Debit Card,795
ATQCUS2492,June,Food,Net Banking,180
ATQCUS3968,May,Travel,Debit Card,307
ATQCUS3010,September,Electronics,Credit Card,3148
ATQCUS1357,August,Health & Wellness,Credit Card,407
ATQCUS2933,July,Travel,Net Banking,118
ATQCUS1361,August,Travel,Net Banking,520
ATQCUS3194,August,Apparel,UPI,981
ATQCUS0301,July,Bills,Net Banking,265
ATQCUS2242,October,Health & Wellness,Net Banking,487
ATQCUS1531,July,Electronics,Credit Card,655
ATQCUS1996,June,Bills,Net Banking,392
ATQCUS2765,September,Apparel,Debit Card,176
ATQCUS0227,May,Health & Wellness,Credit Card,1579
ATQCUS1171,May,Health & Wellness,UPI,960
ATQCUS0691,September,Apparel,Credit Card,629
ATQCUS1713,October,Entertainment,Net Banking,284
ATQCUS0298,October,Entertainment,Net Banking,78
ATQCUS2502,September,Bills,UPI,245
ATQCUS2187,May,Electronics,Debit Card,138
ATQCUS2071,July,Apparel,Net Banking,30
ATQCUS3484,October,Bills,Net Banking,445
ATQCUS0052,June,Food,Credit Card,991
ATQCUS2023,September,Entertainment,Net Banking,120
ATQCUS0989,August,Entertainment,Credit Card,1107
ATQCUS2700,July,Travel,UPI,831
ATQCUS1216,June,Entertainment,Debit Card,1109
ATQCUS1783,June,Groceries,Debit Card,713
ATQCUS0285,June,Entertainment,UPI,60
ATQCUS3337,June,Apparel,Net Banking,129
ATQCUS3096,May,Others,Debit Card,38
ATQCUS0630,October,Others,Net Banking,86
ATQCUS0172,August,Others,Credit Card,529
ATQCUS1146,October,Bills,Debit Card,134
ATQCUS1391,June,Bills,Debit Card,97
ATQCUS1853,May,Entertainment,Net Banking,211
ATQCUS3529,August,Others,Credit Card,420
ATQCUS2600,May,Food,Net Banking,91
ATQCUS0145,July,Others,Debit Card,87
ATQCUS1791,July,Travel,UPI,1156
ATQCUS2932,October,Bills,UPI,1285
ATQCUS1425,August,Apparel,Credit Card,150
ATQCUS3499,August,Travel,Net Banking,189
ATQCUS2517,May,Food,Credit Card,464
ATQCUS1700,August,Apparel,UPI,183
ATQCUS1498,June,Health & Wellness,UPI,127
ATQCUS3848,July,Bills,Debit Card,135
ATQCUS2114,June,Others,Debit Card,319
ATQCUS1370,June,Bills,Net Banking,427
ATQCUS0916,June,Groceries,UPI,612
ATQCUS3234,August,Others,Debit Card,130
ATQCUS1120,September,Food,Debit Card,904
ATQCUS0426,September,Entertainment,UPI,1240
ATQCUS3381,May,Groceries,Debit Card,546
ATQCUS0312,June,Travel,Net Banking,121
ATQCUS1023,October,Apparel,UPI,947
ATQCUS2544,July,Health & Wellness,UPI,228
ATQCUS1449,September,Others,Debit Card,240
ATQCUS1898,May,Entertainment,Debit Card,168
ATQCUS2245,July,Health & Wellness,Credit Card,315
ATQCUS1926,September,Food,Credit Card,861
ATQCUS0950,October,Health & Wellness,UPI,465
ATQCUS3752,August,Groceries,UPI,2053
ATQCUS3851,July,Electronics,Debit Card,257
ATQCUS3544,August,Groceries,Net Banking,611
ATQCUS2505,July,Others,Net Banking,40
ATQCUS0888,October,Electronics,Credit Card,879
ATQCUS2863,September,Apparel,Debit Card,198
ATQCUS1328,June,Entertainment,Debit Card,115
ATQCUS3585,September,Food,Debit Card,468
ATQCUS3163,May,Food,Debit Card,578
ATQCUS3262,June,Travel,Credit Card,354
ATQCUS1217,June,Apparel,UPI,155
ATQCUS3863,August,Others,Credit Card,66
ATQCUS2812,June,Groceries,Debit Card,238
ATQCUS3724,May,Electronics,UPI,360
ATQCUS2966,October,Entertainment,Debit Card,240
ATQCUS2005,July,Others,UPI,81
ATQCUS1009,June,Apparel,Net Banking,41
ATQCUS2758,August,Travel,Net Banking,244
ATQCUS1866,May,Food,Credit Card,545
ATQCUS1136,May,Health & Wellness,Net Banking,323
ATQCUS2225,July,Apparel,Debit Card,171
ATQCUS1656,May,Electronics,Credit Card,383
ATQCUS3765,September,Entertainment,Net Banking,1071
ATQCUS0758,August,Entertainment,Net Banking,249
ATQCUS3080,October,Travel,Net Banking,59
ATQCUS0644,May,Travel,Credit Card,422
ATQCUS1153,October,Groceries,Credit Card,234
ATQCUS3091,October,Apparel,Net Banking,133
ATQCUS1673,October,Travel,Credit Card,511
ATQCUS2072,May,Others,UPI,245
ATQCUS0625,September,Groceries,Net Banking,546
ATQCUS2113,September,Travel,Net Banking,171
ATQCUS2070,October,Apparel,Debit Card,247
ATQCUS0441,June,Apparel,Credit Card,827
ATQCUS3615,June,Health & Wellness,Credit Card,1104
ATQCUS0573,June,Groceries,Credit Card,529
ATQCUS2698,May,Bills,Debit Card,293
ATQCUS0698,July,Health & Wellness,Net Banking,136
ATQCUS2467,May,Bills,UPI,576
ATQCUS1104,May,Travel,Net Banking,187
ATQCUS3872,October,Entertainment,UPI,492
ATQCUS0253,August,Groceries,Net Banking,200
ATQCUS0779,September,Apparel,Debit Card,392
ATQCUS3191,October,Health & Wellness,Debit Card,115
ATQCUS2567,September,Bills,Debit Card,656
ATQCUS2612,August,Bills,UPI,1518
ATQCUS0970,August,Food,Debit Card,359
ATQCUS0967,August,Groceries,Credit Card,1217
ATQCUS2375,September,Travel,Credit Card,2761
ATQCUS1541,May,Health & Wellness,Credit Card,3505
ATQCUS3918,October,Food,Credit Card,910
ATQCUS3709,May,Food,Debit Card,128
ATQCUS1954,August,Apparel,UPI,164
ATQCUS0930,August,Groceries,Debit Card,1103
ATQCUS2686,August,Apparel,UPI,1500
ATQCUS3804,July,Apparel,Debit Card,344
ATQCUS0787,May,Apparel,Net Banking,217
ATQCUS3583,October,Health & Wellness,UPI,786
ATQCUS2433,August,Health & Wellness,UPI,469
ATQCUS2735,September,Apparel,Debit Card,473
ATQCUS2390,September,Groceries,Net Banking,411
ATQCUS0449,May,Travel,Net Banking,170
ATQCUS3641,September,Travel,Credit Card,1416
ATQCUS0990,September,Groceries,Credit Card,1267
ATQCUS2671,May,Entertainment,Net Banking,129
ATQCUS1150,September,Health & Wellness,Credit Card,371
ATQCUS3072,May,Entertainment,Net Banking,58
ATQCUS2290,May,Travel,Net Banking,107
ATQCUS2434,July,Bills,Debit Card,731
ATQCUS0294,August,Groceries,Credit Card,1767
ATQCUS0795,July,Apparel,Credit Card,142
ATQCUS2520,September,Food,Net Banking,192
ATQCUS2254,October,Entertainment,Credit Card,419
ATQCUS1408,October,Apparel,Credit Card,311
ATQCUS1883,August,Others,UPI,208
ATQCUS3404,July,Entertainment,Net Banking,77
ATQCUS2470,September,Apparel,Debit Card,619
ATQCUS2219,May,Apparel,Credit Card,697
ATQCUS0783,September,Health & Wellness,Net Banking,488
ATQCUS3954,September,Health & Wellness,Debit Card,441
ATQCUS0801,October,Groceries,Credit Card,668
ATQCUS2518,July,Electronics,Credit Card,1489
ATQCUS3117,June,Food,Credit Card,577
ATQCUS3818,October,Health & Wellness,Net Banking,787
ATQCUS0557,September,Entertainment,Debit Card,684
ATQCUS2953,September,Others,Debit Card,144
ATQCUS2118,August,Bills,Net Banking,118
ATQCUS1516,October,Bills,UPI,915
ATQCUS0609,October,Others,Debit Card,119
ATQCUS1096,June,Entertainment,Net Banking,196
ATQCUS2530,August,Entertainment,Credit Card,483
ATQCUS0739,August,Food,Credit Card,961
ATQCUS3242,October,Health & Wellness,Credit Card,859
ATQCUS2987,July,Electronics,UPI,780
ATQCUS2667,June,Health & Wellness,Net Banking,165
ATQCUS0592,August,Bills,UPI,2069
ATQCUS0236,May,Health & Wellness,Debit Card,338
ATQCUS1389,August,Entertainment,UPI,294
ATQCUS1342,July,Apparel,Net Banking,37
ATQCUS1639,May,Travel,Net Banking,86
